"","nzffdRecordNumber","institutionRecordNumber","eventDate","eventTime","institution","samplingPurpose","waterBody","waterBodyType","waterPermanence","site","catchmentNumber","catchmentName","eastingNZTM","northingNZTM","decimalLongitude","decimalLatitude","recSegment","minimumElevation","distanceOcean","siteTidal","siteLandlocked","downstreamBarrier","eventLocationRemarks","siteReachLength","siteAverageWidth","minimumSampledDepth","maximumSampledDepth","waterLevel","waterColour","waterClarity","clarityMethod","waterTemperature","waterConductivity","waterDissolvedOxygenPercent","waterDissolvedOxygenPPM","waterPH","waterSalinity","habitatFlowPercent","habitatSubstratePercent","habitatInstreamCoverPresent","habitatRiparianVegPercent","samplingMethod","samplingProtocol","EfmNumberOfPasses","EfmVoltage","EfmPulseRate","EfmPulseRateWidth","EfmAnodeSize","EfmMinutes","EfmArea","NetsTrapsTotalNumber","NetsTrapsBaited","NetsTrapsMeshSize","NetsTrapsDayNight","NetsTrapsAverageSetTime","ObservationArea","taxonName","taxonCommonName","taxonRemarks","totalCount","present","soughtNotDetected","occurrenceRemarks","minLength","maxLength","indLengths","dataVersion"
"128",100851,"29","2013-03-04","","Fish & Wildlife Service","","Jenkins Creek","Stream","Perennial",NA,"576.000","Jenkins Creek",1621573,5426931,-41.308793,173.257718,10015765,20,3.22,"n","u","u","29 Enner Glyn Road",50,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Electric fishing - Backpack","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Anguilla dieffenbachii","Longfin eel","",13,"false","false",NA,70,400,"","V1"
"129",16955,"","2001-01-09","12:15","Fish and Game Nelson Marlborough","","Yarra River","Not Entered","Perennial",NA,"621.593","Clarence R",1604799,5323834,-42.237664,173.058164,13063149,800,197.7,"n","u","u","",NA,5,NA,NA,"Medium","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Fine gravel:20, Bedrock:10, Coarse gravel:30, Cobbles (64-257 mm):30, Boulders (> 257 mm):10","Bank vegetation:y, Undercut banks:y, Wood/instream debris:y","Rapid:5, Riffle:55, Pool:5, Run:35","Grass/tussock:70, Exposed bed:10, Scrub:20","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,150,NA,"","",NA,NA,NA,"Salmo trutta","Brown trout","",1,"false","false",NA,300,NA,"","V1"
"130",29730,"","2007-08-14","night","Department of Conservation Waikato","","Whangamarino Swamp","Not Entered","Ephemeral",NA,"434.130","Waikato R",1784244,5869521,-37.302701,175.078862,3048550,15,46.4,"n","u","n","eel fykes fine fykes gee minnow traps.",NA,NA,NA,NA,"High","Other",NA,NA,12,NA,NA,NA,7.4,NA,"Mud:100","Wood/instream debris:n, Macrophytes-algae:n, Undercut banks:n, Bank vegetation:n","Still:100","Grass/tussock:50, Scrub:50","Other net - combination of nets and traps","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Gobiomorphus cotidianus","Common bully","",31,"false","false",NA,33,96,"","V1"
"131",23137,"","2004-08-31","19:30","Department of Conservation Waikato","","Cook Stream","Not Entered","Perennial",NA,"120.000","Cooks B",1844228,5919533,-36.83858,175.738798,3037893,2,0.9,"y","u","u","turbid water  - high tide.",NA,2,NA,NA,"Unknown","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Observation - Spotlighting not captured to ID","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,20,"Anguilla","Unidentified eel","",NA,"false","false",NA,NA,NA,"","V1"
"132",34504,"","2010-11","day","Kessels and Associates","","Oponae Stream tributary","Not Entered","Unknown",NA,"159.040","Waioeka R",1975848,5755770,-38.267497,177.295568,4102687,161,41.5,"n","u","u","",70,NA,NA,NA,"Unknown","Colourless",NA,NA,13,NA,NA,NA,NA,NA,"","","","","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Anguilla dieffenbachii","Longfin eel","",4,"false","false",NA,NA,NA,"","V1"
"133",55160,"","1974-05-22","","NIWA","","Waikato River","Not Entered","Perennial",NA,"434.000","Waikato R",1754273,5862800,-37.368713,174.742248,3050246,0,5.2,"y","u","u","",NA,NA,NA,NA,"Unknown","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Other - Not listed","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Gobiomorphus cotidianus","Common bully","",2,"false","false",NA,NA,NA,"","V1"
"134",2538,"","1965-05-20","day","NIWA","","Leader River","Not Entered","Perennial",NA,"646.020","Waiau R",1624785,5273849,-42.687441,173.30255,13084720,40,15.6,"n","u","u","FSV.",275,NA,NA,NA,"Unknown","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Electric fishing - Type unknown","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Gobiomorphus breviceps","Upland bully","",NA,"true","false",NA,NA,NA,"","V1"
"135",20821,"","2005-01-11","22:40","NIWA","","Waikekewai Creek","Not Entered","Ephemeral",NA,"682.009","Waikekewai Creek",1548556,5143706,-43.857941,172.359872,13145574,1,1.7,"n","u","y","",NA,1,NA,0.5,"Medium","Colourless",NA,NA,17,NA,NA,NA,6,NA,"","Wood/instream debris:n, Undercut banks:n, Bank vegetation:y, Macrophytes-algae:y","Run:100","Raupo/flax:90, Scrub:10","Observation - Spotlighting not captured to ID","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Galaxias maculatus","Inanga","",NA,"true","false",NA,NA,NA,"","V1"
"136",33685,"","2010-03-04","day","Fish and Game Otago","","Clutha River","Not Entered","Perennial",NA,"752.000","Clutha R",1332024,4888801,-46.101752,169.532782,14299310,19,43.9,"n","u","u","EF spot sampling",NA,NA,NA,NA,"Unknown","",NA,NA,NA,NA,NA,NA,NA,NA,"","","Backwater:50, Pool:50","","Electric fishing - Backpack","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Salmo trutta","Brown trout","",12,"false","false",NA,NA,NA,"","V1"
"137",7273,"","1988-11-02","11:00","Fish and Game Otago","","Benger Burn","Not Entered","Ephemeral",NA,"752.400","Clutha R",1317247,4939327,-45.641956,169.371664,14266512,70,108.5,"n","u","u","CV.",200,2.5,NA,1,"Low","Colourless",NA,NA,12,NA,NA,NA,NA,NA,"Sand (1-2 mm):10, Coarse gravel:45, Fine gravel:45","","Pool:40, Riffle:20, Run:40","","Electric fishing - Type unknown","Unknown",0,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Gobiomorphus cotidianus","Common bully","",1,"false","false",NA,NA,NA,"","V1"
"138",24189,"","2005-11-16","22:30","Hawkes Bay Regional Council","","Taurekaitai Stream","Not Entered","Perennial",NA,"243.060","Porangahau R",1906317,5541031,-40.225175,176.600001,8235555,20,30,"n","u","u","Same site as 24181.",NA,NA,NA,NA,"Unknown","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Observation - Spotlighting not captured to ID","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Anguilla dieffenbachii","Longfin eel","",3,"false","false",NA,NA,NA,"","V1"
"139",36171,"","2011-01-08","23:00","Manawatu Wanganui Regional Council","","Pohangina River","Not Entered","Perennial",NA,"325.170","Manawatu R",1862380,5567002,-40.006431,176.073846,7227386,774,160.8,"n","u","u","",150,NA,NA,NA,"Medium","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Fine gravel:20, Coarse gravel:15, Boulders (> 257 mm):20, Cobbles (64-257 mm):15, Sand (1-2 mm):30","Bank vegetation:y, Macrophytes-algae:n, Undercut banks:n, Wood/instream debris:y","Run:40, Pool:30, Riffle:30","Native forest:100","Observation - Spotlighting not captured to ID","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Galaxias postvectis","Shortjaw kokopu","",1,"false","false",NA,300,NA,"","V1"
"140",18770,"","2001-02-16","16:00","Department of Conservation Wanganui","","Unnamed pond","Not Entered","Perennial",NA,"325.000","Manawatu R",1828390,5529696,-40.352046,175.68932,5,40,86.3,"n","u","u","",NA,20,NA,NA,"Medium","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Mud:100","Macrophytes-algae:y","Still:100","Raupo/flax:50, Grass/tussock:50","Other net - Hand net","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Gambusia affinis","Gambusia","",NA,"true","false",NA,NA,NA,"","V1"
"141",29277,"","2008-02-21","night","Canterbury University","","Orphanage Stream","Not Entered","Perennial",NA,"573.000","Waimea In",1619259,5425348,-41.323111,173.230124,10016654,30,2,"n","u","u","",NA,1.2,NA,NA,"Unknown","Colourless",NA,NA,19.9,NA,NA,NA,7.6,NA,"Fine gravel:5, Coarse gravel:85, Boulders (> 257 mm):5, Cobbles (64-257 mm):5","Undercut banks:y, Wood/instream debris:y, Bank vegetation:y, Macrophytes-algae:y","Run:100","Other:90, Scrub:5, Native forest:5","Observation - Spotlighting not captured to ID","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Gobiomorphus cotidianus","Common bully","",NA,"true","false",NA,NA,NA,"","V1"
"142",17588,"","1999-02-22","22:30","Department of Conservation Wanganui","","Katikara Stream tributary","Not Entered","Perennial",NA,"382.000","Katikara S",1678428,5661439,-39.192764,173.908183,5,100,8.4,"n","u","u","",400,3,NA,2,"Low","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Coarse gravel:20, Sand (1-2 mm):5, Cobbles (64-257 mm):25, Boulders (> 257 mm):40, Fine gravel:10","Bank vegetation:y, Macrophytes-algae:y, Undercut banks:y, Wood/instream debris:y","Pool:60, Run:30, Riffle:10","Native forest:30, Scrub:10, Grass/tussock:60","Observation - Spotlighting not captured to ID","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Gobiomorphus cotidianus","Common bully","",NA,"true","false",NA,NA,NA,"","V1"
"143",20254,"","2000-07-11","night","Department of Conservation Northland","","Unnamed wetland","Not Entered","Perennial",NA,"036.000","Kerikeri In",1692354,6101898,-35.22171,174.014807,1007035,10,1.1,"n","u","u","",NA,NA,NA,NA,"High","Tea coloured or brown",NA,NA,11,NA,NA,NA,NA,NA,"Mud:100","Macrophytes-algae:n, Undercut banks:n, Wood/instream debris:n, Bank vegetation:n","Still:100","Exotic forest:100","Traps - Gee minnow","Unknown",NA,NA,NA,NA,"",NA,NA,8,"","",NA,NA,NA,"Neochanna heleios","Northland mudfish","",4,"false","false",NA,55,78,"","V1"
"144",28082,"","2009-03-20","night","Department of Conservation Bay of Plenty","","Lake Rotoiti","Not Entered","Perennial",NA,"146.060","Kaituna R",1892800,5784427,-38.040571,176.336335,4079117,280,52.5,"n","u","u","",NA,NA,NA,NA,"Medium","",NA,NA,NA,NA,NA,NA,NA,NA,"Fine gravel:10, Sand (1-2 mm):80, Mud:10","Macrophytes-algae:y, Undercut banks:n, Bank vegetation:y, Wood/instream debris:n","","Raupo/flax:20, Scrub:80","Fyke net - Fyke net including minifykes","Unknown",NA,NA,NA,NA,"",NA,NA,8,"","",NA,NA,NA,"Echyridella menziesi","Freshwater mussel","",NA,"true","false",NA,NA,NA,"","V1"
"145",29489,"","2008-02-19","08:00","Southland Regional Council","","Cromel Stream","Not Entered","Perennial",NA,"786.901","Oreti R",1239052,4941974,-45.581988,168.373153,15264496,315,132.9,"n","u","n","",30,4,NA,NA,"Medium","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"","Macrophytes-algae:n, Wood/instream debris:n, Bank vegetation:n, Undercut banks:n","Run:60, Riffle:40","Native forest:5, Grass/tussock:95","Electric fishing - combination of nets and electric fishing","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Salmo trutta","Brown trout","",50,"false","false",NA,55,150,"","V1"
"146",30306,"","2001-11-02","day","Canterbury University","","Cass River","Not Entered","Ephemeral",NA,"664.190","Waimakariri R",1498042,5235373,-43.027487,171.748559,13101394,635,135.3,"n","u","u","",30,NA,NA,NA,"Unknown","",NA,NA,NA,NA,NA,NA,NA,NA,"","","Run:100","","Electric fishing - Backpack","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Galaxias vulgaris","Canterbury galaxias","",7,"false","false",NA,NA,NA,"","V1"
"147",3898,"","1983-12-01","14:00","NIWA","","Rangitata River","Not Entered","Perennial",NA,"693.000","Rangitata R",1473736,5120290,-44.059685,171.423553,13156295,90,18.4,"n","u","u","",500,NA,NA,NA,"Medium","Colourless",NA,NA,15,NA,NA,NA,NA,NA,"Coarse gravel:25, Boulders (> 257 mm):30, Sand (1-2 mm):20, Fine gravel:25","Macrophytes-algae:n, Undercut banks:n, Bank vegetation:n, Wood/instream debris:y","Riffle:20, Run:60, Pool:20","","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Salmo trutta","Brown trout","",NA,"true","false",NA,NA,NA,"","V1"
"148",1976,"","1980-12-13","13:35","NIWA","","Rangitikei River","Not Entered","Perennial",NA,"327.000","Rangitikei R",1833681,5583216,-39.868939,175.7322,7221295,200,97.6,"n","u","u","CV.",50,NA,NA,NA,"High","Colourless",NA,NA,13.5,NA,NA,NA,NA,NA,"Mud:10, Boulders (> 257 mm):20, Coarse gravel:35, Fine gravel:35","","Run:100","Exposed bed:100","Electric fishing - Type unknown","Unknown",1,NA,NA,NA,"",NA,200,NA,"","",NA,NA,NA,"Gobiomorphus basalis","Crans bully","",6,"false","false",NA,NA,NA,"","V1"
"149",8682,"","1987-06-29","13:00","NIWA","","Mangahotu Stream","Not Entered","Perennial",NA,"407.580","Mokau R",1775263,5728820,-38.571805,175.011852,3124096,130,99,"n","u","u","Draglined ditch.",200,2,NA,1.5,"Unknown","",NA,NA,NA,NA,NA,NA,NA,NA,"Mud:100","","","","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Anguilla dieffenbachii","Longfin eel","",NA,"true","false",NA,NA,NA,"","V1"
"150",4230,"","1998-12-18","day","NIWA","","Waipara River","Not Entered","Perennial",NA,"659.000","Waipara R",1566702,5232469,-43.059749,172.591081,13102963,150,36.9,"n","u","u","",115,5.8,NA,0.2,"Medium","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Coarse gravel:45, Fine gravel:9, Cobbles (64-257 mm):38, Sand (1-2 mm):7, Boulders (> 257 mm):1","Undercut banks:n, Macrophytes-algae:n, Bank vegetation:n, Wood/instream debris:n","Riffle:50, Run:50","Exposed bed:100","Electric fishing - Bank generator or mains","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Gobiomorphus breviceps","Upland bully","",198,"false","false",NA,21,62,"","V1"
"151",25853,"","2005-02-14","","Waikato University","","Waikato River","Not Entered","Perennial",NA,"434.000","Waikato R",1790432,5844070,-37.530702,175.155201,3054572,10,78.7,"n","u","n","LW026.",310,NA,NA,NA,"Unknown","",NA,NA,25.7,NA,NA,NA,NA,NA,"","","","","Electric fishing - Boat","Unknown",1,NA,NA,NA,"",NA,1241,NA,"","",NA,NA,NA,"Cyprinus carpio","Koi carp","",5,"false","false",NA,NA,NA,"","V1"
"152",121146,"862","2006-04-05","","Department of Conservation Canterbury","","Half Moon Stream","Stream","Perennial",NA,"621.552","Clarence River",1611297,5319403,-42.2775,173.13701,13065035,911,181.99,"n","n","n","",NA,NA,NA,NA,"Unknown","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Galaxias divergens","Dwarf galaxias","GAL GENE numbers 862,863",2,"false","false",NA,NA,NA,"","V1"
"153",6185,"","1999-11-24","15:00","Bioresearches","","Ohinemuri River","Not Entered","Perennial",NA,"092.150","Waihou R",1853806,5856876,-37.40016,175.867301,3051570,90,75.4,"n","u","u","",20,8.5,NA,0.9,"Medium","",NA,NA,NA,NA,NA,NA,NA,NA,"Bedrock:40, Coarse gravel:5, Cobbles (64-257 mm):35, Sand (1-2 mm):20","Bank vegetation:n, Undercut banks:y, Macrophytes-algae:y, Wood/instream debris:y","Pool:15, Run:60, Riffle:20, Backwater:5","Grass/tussock:10, Native forest:10, Scrub:80","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Gobiomorphus cotidianus","Common bully","",3,"false","false",NA,30,60,"","V1"
"154",29651,"","2008-06-04","15:00","Manawatu Wanganui Regional Council","","Lake Horowhenua tributary","Not Entered","Unknown",NA,"323.000","Hokio S",1790184,5500787,-40.621873,175.248472,7246023,10,8.9,"u","u","u","",50,NA,NA,NA,"Unknown","",NA,NA,NA,NA,NA,NA,NA,NA,"Mud:90, Cobbles (64-257 mm):10","Wood/instream debris:n, Macrophytes-algae:y, Undercut banks:n, Bank vegetation:y","Run:90, Riffle:10","Raupo/flax:30, Scrub:10, Grass/tussock:60","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Carassius auratus","Goldfish","",5,"false","false",NA,NA,NA,"","V1"
"155",29209,"","2008-01-28","night","Canterbury University","","The Brook","Not Entered","Perennial",NA,"578.010","Maitai R",1624447,5426650,-41.311242,173.292062,10015931,95,6.8,"n","u","u","",NA,2.7,NA,NA,"Unknown","Colourless",NA,NA,13.2,NA,NA,NA,8.1,NA,"Cobbles (64-257 mm):40, Boulders (> 257 mm):20, Coarse gravel:20, Sand (1-2 mm):5, Fine gravel:15","Undercut banks:y, Bank vegetation:y, Wood/instream debris:n, Macrophytes-algae:n","Rapid:20, Run:55, Riffle:15, Pool:10","Native forest:100","Observation - Spotlighting not captured to ID","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Galaxias brevipinnis","Koaro","",3,"false","false",NA,60,150,"","V1"
"156",19139,"","2006-02-28","14:15","Bioresearches","","Harania Creek","Not Entered","Perennial",NA,"439.040","Mangere",1761888,5908812,-36.952865,174.818248,5,5,0.8,"y","u","n","DO 44.1% 3.83 mg/L.",NA,7,NA,NA,"Medium","Colourless",NA,NA,19.3,0.64,NA,NA,7.5,NA,"Mud:100","Bank vegetation:y, Undercut banks:n, Wood/instream debris:y, Macrophytes-algae:y","Run:78, Still:20, Riffle:2","Raupo/flax:2, Other:70, Exotic forest:6, Grass/tussock:20, Scrub:2","Traps - Gee minnow","Unknown",NA,NA,NA,NA,"",NA,NA,3,"","",NA,NA,NA,"Galaxias maculatus","Inanga","",4,"false","false",NA,60,75,"","V1"
"157",4428,"","1982-02-09","14:00","Fish and Game Southland","","North Etal Creek","Not Entered","Perennial",NA,"789.650","Aparima R",1213560,4922149,-45.746079,168.031835,15278354,380,110.9,"n","u","u","SV.",120,NA,NA,NA,"Unknown","",NA,NA,14,NA,NA,NA,7.8,NA,"","","","","Electric fishing - Type unknown","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Anguilla dieffenbachii","Longfin eel","",NA,"true","false",NA,NA,NA,"","V1"
"158",1406,"","2000-11-09","09:25","Auckland Regional Council","","Unnamed stream Long Bay","Not Entered","Perennial",NA,"075.000","Long B",1755327,5938697,-36.68469,174.738487,2035301,7,1.4,"n","u","n","",NA,NA,NA,NA,"Unknown","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Other net - Whitebait","Unknown",NA,NA,NA,NA,"",NA,NA,1,"","",NA,NA,NA,"Galaxias maculatus","Inanga","",6,"false","false",NA,60,NA,"","V1"
"159",18208,"","1998-05-22","12:00","Cawthron Institute","","Kerr Stream","Not Entered","Perennial",NA,"938.000","Granity",1502546,5387627,-41.657152,171.829541,12031543,10,2.3,"n","u","u","",NA,NA,NA,NA,"Unknown","",NA,NA,13,NA,NA,NA,7.3,NA,"","","","","Electric fishing - Type unknown","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Galaxias brevipinnis","Koaro","",NA,"false","false",NA,NA,NA,"","V1"
"160",3841,"","1982-04-21","12:40","Bioresearches","","Maitai River","Not Entered","Perennial",NA,"578.000","Maitai R",1628504,5427997,-41.298976,173.340467,10015572,80,10.5,"n","u","u","CV.",50,6,NA,0.6,"Low","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Cobbles (64-257 mm):100","","Riffle:60, Pool:20, Run:20","","Electric fishing - Type unknown","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Salmo trutta","Brown trout","",11,"false","false",NA,150,400,"","V1"
"161",22430,"","2002-05-27","19:30","Department of Conservation Northland","","Waiarohia Stream tributary","Not Entered","Perennial",NA,"055.000","Hatea R",1718485,6047186,-35.712158,174.309856,1019890,30,4.5,"n","u","u","",350,1,NA,0.6,"Medium","Colourless",NA,NA,14.5,NA,NA,NA,NA,NA,"Fine gravel:8, Coarse gravel:35, Bedrock:5, Cobbles (64-257 mm):50, Mud:2","Macrophytes-algae:y","Rapid:10, Run:20, Cascade:1, Riffle:69","Grass/tussock:50, Exposed bed:50","Observation - Spotlighting not captured to ID","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Anguilla dieffenbachii","Longfin eel","",14,"false","false",NA,250,600,"","V1"
"162",33068,"","2012-11-23","15:00","Department of Conservation Northland","","Lake Rotootuauru","Wetland","Perennial",NA,"468.000","L Swan",1702106,5979100,-36.32773,174.137608,1031119,40,4.7,"n","u","y","",NA,NA,NA,NA,"Medium","Tannin",NA,NA,14,NA,NA,NA,NA,NA,"Bedrock:0, Sand (1-2 mm):100, Mud:0, Boulders (> 257 mm):0","Wood/instream debris:y, Undercut banks:n, Macrophytes-algae:y, Macrophytes:y, Cobbles:n, Bank vegetation:y","Torrent:0, Still:100, Pool:0, Cascade:0, Backwater:0","Tussock:50, Scrub/willow:50","Traps - G minnow (coarse mesh, baited)","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Nil","No species recorded","mudfish survey",NA,"false","false",NA,NA,NA,"","V1"
"163",9612,"","2001-02-16","16:30","NIWA","","Aparima River","Not Entered","Perennial",NA,"789.000","Aparima R",1218036,4883798,-46.092464,168.058656,15301863,70,49.8,"n","u","u","",25,2,NA,3,"Low","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Fine gravel:5, Coarse gravel:85, Cobbles (64-257 mm):10","Wood/instream debris:y, Bank vegetation:y, Macrophytes-algae:n, Undercut banks:n","Pool:10, Riffle:5, Run:85","Scrub:40, Exposed bed:60","Electric fishing - Bank generator or mains","Unknown",1,NA,NA,NA,"",NA,50,NA,"","",NA,NA,NA,"Anguilla dieffenbachii","Longfin eel","",29,"false","false",NA,242,531,"","V1"
"164",3890,"","1983-08-12","15:00","NIWA","","Rangitata River","Not Entered","Perennial",NA,"693.000","Rangitata R",1473736,5120290,-44.059685,171.423553,13156295,90,18.4,"n","u","u","",400,NA,NA,NA,"High","Green",NA,NA,NA,NA,NA,NA,NA,NA,"Boulders (> 257 mm):50, Fine gravel:25, Coarse gravel:25","Undercut banks:n, Wood/instream debris:n, Bank vegetation:n, Macrophytes-algae:n","Riffle:20, Run:50, Rapid:20, Pool:10","","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Cheimarrichthys fosteri","Torrentfish","",NA,"true","false",NA,NA,NA,"","V1"
"165",1742,"","2001-01-19","10:45","NIWA","","Meola Creek","Not Entered","Perennial",NA,"081.020","Auckland",1753168,5918694,-36.865282,174.718352,2038042,7,0.6,"n","u","u","",40,3.5,NA,1.5,"Medium","Colourless",NA,NA,17,NA,NA,NA,7.1,NA,"Bedrock:10, Boulders (> 257 mm):10, Cobbles (64-257 mm):10, Mud:70","Wood/instream debris:y, Undercut banks:y, Macrophytes-algae:y, Bank vegetation:n","Run:35, Pool:60, Riffle:5","Scrub:100","Electric fishing - Bank generator or mains","Unknown",1,NA,NA,NA,"",NA,100,NA,"","",NA,NA,NA,"Anguilla australis","Shortfin eel","",NA,"true","false",NA,NA,NA,"","V1"
"166",30759,"","2007-03","day","Canterbury University","","Porter River","Not Entered","Unknown",NA,"664.134","Waimakariri R",1496829,5211333,-43.243747,171.7292,13112665,685,117.4,"n","u","u","",20,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Electric fishing - Backpack","Unknown",3,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Anguilla dieffenbachii","Longfin eel","",2,"false","false",NA,NA,NA,"","V1"
"167",103947,"414","2013-02-27","","Otago University","","Deep Stream tributary","Not Entered","Unknown",NA,"743.180","Taieri River",1352881,4929149,-45.747028,169.822987,14273253,823,131.97,"u","u","u","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,40,NA,"","",NA,NA,NA,"Galaxias eldoni","Eldons galaxias","One unusually large individual (156mm)",3,"false","false",NA,NA,NA,"","V1"
"168",257,"","1977-12-10","day","NIWA","","Appos Creek","Not Entered","Perennial",NA,"520.020","Aorere R",1568927,5490474,-40.736087,172.631994,10000945,28,12.7,"n","u","u","good b/w photo.",30,10,NA,NA,"Medium","",NA,NA,15,NA,NA,NA,7.7,NA,"Coarse gravel:10, Boulders (> 257 mm):60, Fine gravel:10, Cobbles (64-257 mm):20","Bank vegetation:y, Wood/instream debris:n, Macrophytes-algae:n, Undercut banks:n","Run:20, Riffle:10, Pool:70","Native forest:80, Exposed bed:15, Grass/tussock:5","Electric fishing - Bank generator or mains","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Gobiomorphus huttoni","Redfin bully","",NA,"true","false",NA,NA,NA,"","V1"
"169",118520,"759","2019-11-20","16:28","Department of Conservation Otago","","Moa Creek tributary","Not Entered","Unknown",NA,"752.636","Clutha River",1334876,4979768,-45.285534,169.619284,14238577,609,249.74,"u","u","u","",NA,1.5,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,8,NA,"","",NA,NA,NA,"Paranephrops","Koura","",1,"false","false",NA,NA,NA,"","V1"
"170",3988,"","1998-05-11","12:05","Bioresearches","","Hellyers Creek","Not Entered","Perennial",NA,"078.025","Waitemata Hbr",1752447,5929492,-36.768101,174.708103,2036493,15,0.8,"n","u","u","",60,7,NA,0.5,"Medium","Tea coloured or brown",NA,NA,12.9,NA,NA,NA,NA,NA,"Coarse gravel:5, Mud:10, Cobbles (64-257 mm):10, Bedrock:75","Macrophytes-algae:n, Bank vegetation:n, Wood/instream debris:y, Undercut banks:y","Riffle:5, Pool:85, Run:10","Native forest:100","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Anguilla","Unidentified eel","",1,"false","false",NA,300,NA,"","V1"
"171",1853,"","1982-11-30","14:00","NIWA","","Wairau River","Not Entered","Perennial",NA,"601.000","Wairau R",1591308,5350627,-41.99632,172.895053,11049642,795,140.5,"n","u","u","C.",200,NA,NA,NA,"Unknown","",NA,NA,NA,NA,NA,NA,NA,NA,"Fine gravel:20, Sand (1-2 mm):20, Coarse gravel:20, Bedrock:40","","","","Electric fishing - Type unknown","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Anguilla dieffenbachii","Longfin eel","",1,"false","false",NA,NA,NA,"","V1"
